"REF_DATE","GEO","Labour force characteristics","VALUE"
"2017-10","Prince Edward Island","Unemployment",8.6
"2017-10","Prince Edward Island","Unemployment rate",10.6
"2017-10","Prince Edward Island","Participation rate",65.4
"2017-10","Prince Edward Island","Employment rate",58.4
"2017-10","Nova Scotia","Population",794.4
"2017-10","Nova Scotia","Labour force",490.6
"2017-10","Nova Scotia","Employment",447.8
"2017-10","Nova Scotia","Full-time employment",366.3
"2017-10","Nova Scotia","Part-time employment ",81.6
"2017-10","Nova Scotia","Unemployment",42.8
"2017-10","Nova Scotia","Unemployment rate",8.7
"2017-10","Nova Scotia","Participation rate",61.8
"2017-10","Nova Scotia","Employment rate",56.4
"2017-10","New Brunswick","Population",625.4
"2017-10","New Brunswick","Labour force",385.5
"2017-10","New Brunswick","Employment",354.6
"2017-10","New Brunswick","Full-time employment",302.7
"2017-10","New Brunswick","Part-time employment ",51.9
"2017-10","New Brunswick","Unemployment",30.9
"2017-10","New Brunswick","Unemployment rate",8
"2017-10","New Brunswick","Participation rate",61.6
"2017-10","New Brunswick","Employment rate",56.7
"2017-10","Quebec","Population",6947.1
"2017-10","Quebec","Labour force",4526.4
"2017-10","Quebec","Employment",4248.9
"2017-10","Quebec","Full-time employment",3454.5
"2017-10","Quebec","Part-time employment ",794.4
"2017-10","Quebec","Unemployment",277.5
"2017-10","Quebec","Unemployment rate",6.1
"2017-10","Quebec","Participation rate",65.2
"2017-10","Quebec","Employment rate",61.2
"2017-10","Ontario","Population",11741.3
"2017-10","Ontario","Labour force",7621.6
"2017-10","Ontario","Employment",7179.7
"2017-10","Ontario","Full-time employment",5838.5
"2017-10","Ontario","Part-time employment ",1341.2
"2017-10","Ontario","Unemployment",441.8
"2017-10","Ontario","Unemployment rate",5.8
"2017-10","Ontario","Participation rate",64.9
"2017-10","Ontario","Employment rate",61.1
"2017-10","Manitoba","Population",1017.3
"2017-10","Manitoba","Labour force",682.6
"2017-10","Manitoba","Employment",646.8
"2017-10","Manitoba","Full-time employment",518.9
"2017-10","Manitoba","Part-time employment ",127.9
"2017-10","Manitoba","Unemployment",35.8
"2017-10","Manitoba","Unemployment rate",5.2
"2017-10","Manitoba","Participation rate",67.1
"2017-10","Manitoba","Employment rate",63.6
"2017-10","Saskatchewan","Population",879.2
"2017-10","Saskatchewan","Labour force",599.9
"2017-10","Saskatchewan","Employment",564.9
"2017-10","Saskatchewan","Full-time employment",464.2
"2017-10","Saskatchewan","Part-time employment ",100.7
"2017-10","Saskatchewan","Unemployment",35
"2017-10","Saskatchewan","Unemployment rate",5.8
"2017-10","Saskatchewan","Participation rate",68.2
"2017-10","Saskatchewan","Employment rate",64.3
"2017-10","Alberta","Population",3439.1
"2017-10","Alberta","Labour force",2477.2
"2017-10","Alberta","Employment",2294
"2017-10","Alberta","Full-time employment",1890
"2017-10","Alberta","Part-time employment ",404
"2017-10","Alberta","Unemployment",183.2
"2017-10","Alberta","Unemployment rate",7.4
"2017-10","Alberta","Participation rate",72
"2017-10","Alberta","Employment rate",66.7
"2017-10","British Columbia","Population",3994.8
"2017-10","British Columbia","Labour force",2593.8
"2017-10","British Columbia","Employment",2465.3
"2017-10","British Columbia","Full-time employment",1940.3
"2017-10","British Columbia","Part-time employment ",525
"2017-10","British Columbia","Unemployment",128.5
"2017-10","British Columbia","Unemployment rate",5
"2017-10","British Columbia","Participation rate",64.9
"2017-10","British Columbia","Employment rate",61.7
"2017-11","Newfoundland and Labrador","Population",445.1
"2017-11","Newfoundland and Labrador","Labour force",264.1
"2017-11","Newfoundland and Labrador","Employment",224.8
"2017-11","Newfoundland and Labrador","Full-time employment",189.7
"2017-11","Newfoundland and Labrador","Part-time employment ",35.1
"2017-11","Newfoundland and Labrador","Unemployment",39.3
"2017-11","Newfoundland and Labrador","Unemployment rate",14.9
"2017-11","Newfoundland and Labrador","Participation rate",59.3
"2017-11","Newfoundland and Labrador","Employment rate",50.5
"2017-11","Prince Edward Island","Population",124.4
"2017-11","Prince Edward Island","Labour force",81.6
"2017-11","Prince Edward Island","Employment",74
"2017-11","Prince Edward Island","Full-time employment",61.4
"2017-11","Prince Edward Island","Part-time employment ",12.6
"2017-11","Prince Edward Island","Unemployment",7.7
"2017-11","Prince Edward Island","Unemployment rate",9.4
"2017-11","Prince Edward Island","Participation rate",65.6
"2017-11","Prince Edward Island","Employment rate",59.5
"2017-11","Nova Scotia","Population",794.9
"2017-11","Nova Scotia","Labour force",492.6
"2017-11","Nova Scotia","Employment",449.5
"2017-11","Nova Scotia","Full-time employment",366.5
"2017-11","Nova Scotia","Part-time employment ",83
"2017-11","Nova Scotia","Unemployment",43.1
"2017-11","Nova Scotia","Unemployment rate",8.7
"2017-11","Nova Scotia","Participation rate",62
"2017-11","Nova Scotia","Employment rate",56.5
"2017-11","New Brunswick","Population",625.5
"2017-11","New Brunswick","Labour force",384.6
"2017-11","New Brunswick","Employment",352
"2017-11","New Brunswick","Full-time employment",302.4
"2017-11","New Brunswick","Part-time employment ",49.6
"2017-11","New Brunswick","Unemployment",32.6
"2017-11","New Brunswick","Unemployment rate",8.5
"2017-11","New Brunswick","Participation rate",61.5
"2017-11","New Brunswick","Employment rate",56.3
"2017-11","Quebec","Population",6949.9
"2017-11","Quebec","Labour force",4502.5
"2017-11","Quebec","Employment",4256.2
"2017-11","Quebec","Full-time employment",3459
"2017-11","Quebec","Part-time employment ",797.1
"2017-11","Quebec","Unemployment",246.3
"2017-11","Quebec","Unemployment rate",5.5
"2017-11","Quebec","Participation rate",64.8
"2017-11","Quebec","Employment rate",61.2
"2017-11","Ontario","Population",11756.9
"2017-11","Ontario","Labour force",7629.7
"2017-11","Ontario","Employment",7208.3
"2017-11","Ontario","Full-time employment",5855.9
"2017-11","Ontario","Part-time employment ",1352.5
"2017-11","Ontario","Unemployment",421.4
"2017-11","Ontario","Unemployment rate",5.5
"2017-11","Ontario","Participation rate",64.9
"2017-11","Ontario","Employment rate",61.3
"2017-11","Manitoba","Population",1018
"2017-11","Manitoba","Labour force",683.3
"2017-11","Manitoba","Employment",645.1
"2017-11","Manitoba","Full-time employment",518.7
"2017-11","Manitoba","Part-time employment ",126.4
"2017-11","Manitoba","Unemployment",38.1
"2017-11","Manitoba","Unemployment rate",5.6
"2017-11","Manitoba","Participation rate",67.1
"2017-11","Manitoba","Employment rate",63.4
"2017-11","Saskatchewan","Population",879.6
"2017-11","Saskatchewan","Labour force",600
"2017-11","Saskatchewan","Employment",562.1
"2017-11","Saskatchewan","Full-time employment",462.7
"2017-11","Saskatchewan","Part-time employment ",99.4
"2017-11","Saskatchewan","Unemployment",37.9
"2017-11","Saskatchewan","Unemployment rate",6.3
"2017-11","Saskatchewan","Participation rate",68.2
"2017-11","Saskatchewan","Employment rate",63.9
"2017-11","Alberta","Population",3441.4
"2017-11","Alberta","Labour force",2477.7
"2017-11","Alberta","Employment",2294.7
"2017-11","Alberta","Full-time employment",1871.2
"2017-11","Alberta","Part-time employment ",423.5
"2017-11","Alberta","Unemployment",183
"2017-11","Alberta","Unemployment rate",7.4
"2017-11","Alberta","Participation rate",72
"2017-11","Alberta","Employment rate",66.7
"2017-11","British Columbia","Population",3997.6
"2017-11","British Columbia","Labour force",2608.6
"2017-11","British Columbia","Employment",2483
"2017-11","British Columbia","Full-time employment",1953.3
"2017-11","British Columbia","Part-time employment ",529.6
"2017-11","British Columbia","Unemployment",125.7
"2017-11","British Columbia","Unemployment rate",4.8
"2017-11","British Columbia","Participation rate",65.3
"2017-11","British Columbia","Employment rate",62.1
"2017-12","Newfoundland and Labrador","Population",445.1
"2017-12","Newfoundland and Labrador","Labour force",264.4
"2017-12","Newfoundland and Labrador","Employment",224.6
"2017-12","Newfoundland and Labrador","Full-time employment",190.3
"2017-12","Newfoundland and Labrador","Part-time employment ",34.3
"2017-12","Newfoundland and Labrador","Unemployment",39.8
"2017-12","Newfoundland and Labrador","Unemployment rate",15.1
"2017-12","Newfoundland and Labrador","Participation rate",59.4
"2017-12","Newfoundland and Labrador","Employment rate",50.5
"2017-12","Prince Edward Island","Population",124.4
"2017-12","Prince Edward Island","Labour force",83.1
"2017-12","Prince Edward Island","Employment",75.2
"2017-12","Prince Edward Island","Full-time employment",63.6
"2017-12","Prince Edward Island","Part-time employment ",11.6
"2017-12","Prince Edward Island","Unemployment",8
"2017-12","Prince Edward Island","Unemployment rate",9.6
"2017-12","Prince Edward Island","Participation rate",66.8
"2017-12","Prince Edward Island","Employment rate",60.5
"2017-12","Nova Scotia","Population",795.3
"2017-12","Nova Scotia","Labour force",493
"2017-12","Nova Scotia","Employment",453.5
"2017-12","Nova Scotia","Full-time employment",369
"2017-12","Nova Scotia","Part-time employment ",84.5
"2017-12","Nova Scotia","Unemployment",39.5
"2017-12","Nova Scotia","Unemployment rate",8
"2017-12","Nova Scotia","Participation rate",62
"2017-12","Nova Scotia","Employment rate",57
"2017-12","New Brunswick","Population",625.7
"2017-12","New Brunswick","Labour force",385.8
"2017-12","New Brunswick","Employment",356.4
"2017-12","New Brunswick","Full-time employment",305
"2017-12","New Brunswick","Part-time employment ",51.3
"2017-12","New Brunswick","Unemployment",29.4
"2017-12","New Brunswick","Unemployment rate",7.6
"2017-12","New Brunswick","Participation rate",61.7
"2017-12","New Brunswick","Employment rate",57
"2017-12","Quebec","Population",6953.5
"2017-12","Quebec","Labour force",4500.8
"2017-12","Quebec","Employment",4274.3
"2017-12","Quebec","Full-time employment",3466.4
"2017-12","Quebec","Part-time employment ",807.8
"2017-12","Quebec","Unemployment",226.5
"2017-12","Quebec","Unemployment rate",5
"2017-12","Quebec","Participation rate",64.7
"2017-12","Quebec","Employment rate",61.5
"2017-12","Ontario","Population",11771.9
"2017-12","Ontario","Labour force",7637.7
"2017-12","Ontario","Employment",7208.8
"2017-12","Ontario","Full-time employment",5848.7
"2017-12","Ontario","Part-time employment ",1360
"2017-12","Ontario","Unemployment",428.9
"2017-12","Ontario","Unemployment rate",5.6
"2017-12","Ontario","Participation rate",64.9
"2017-12","Ontario","Employment rate",61.2
"2017-12","Manitoba","Population",1018.9
"2017-12","Manitoba","Labour force",683.9
"2017-12","Manitoba","Employment",645.5
"2017-12","Manitoba","Full-time employment",517
"2017-12","Manitoba","Part-time employment ",128.6
"2017-12","Manitoba","Unemployment",38.3
"2017-12","Manitoba","Unemployment rate",5.6
"2017-12","Manitoba","Participation rate",67.1
"2017-12","Manitoba","Employment rate",63.4
"2017-12","Saskatchewan","Population",879.9
"2017-12","Saskatchewan","Labour force",606.1
"2017-12","Saskatchewan","Employment",567
"2017-12","Saskatchewan","Full-time employment",461.2
"2017-12","Saskatchewan","Part-time employment ",105.8
"2017-12","Saskatchewan","Unemployment",39
"2017-12","Saskatchewan","Unemployment rate",6.4
"2017-12","Saskatchewan","Participation rate",68.9
"2017-12","Saskatchewan","Employment rate",64.4
"2017-12","Alberta","Population",3443.7
"2017-12","Alberta","Labour force",2494.6
"2017-12","Alberta","Employment",2320.6
"2017-12","Alberta","Full-time employment",1892.6
"2017-12","Alberta","Part-time employment ",428
"2017-12","Alberta","Unemployment",174
"2017-12","Alberta","Unemployment rate",7
"2017-12","Alberta","Participation rate",72.4
"2017-12","Alberta","Employment rate",67.4
"2017-12","British Columbia","Population",4000.7
"2017-12","British Columbia","Labour force",2605.5
"2017-12","British Columbia","Employment",2485.4
"2017-12","British Columbia","Full-time employment",1945
"2017-12","British Columbia","Part-time employment ",540.5
"2017-12","British Columbia","Unemployment",120.1
"2017-12","British Columbia","Unemployment rate",4.6
"2017-12","British Columbia","Participation rate",65.1
"2017-12","British Columbia","Employment rate",62.1
"2018-01","Newfoundland and Labrador","Population",444.9
"2018-01","Newfoundland and Labrador","Labour force",261.8
"2018-01","Newfoundland and Labrador","Employment",224.7
"2018-01","Newfoundland and Labrador","Full-time employment",191.3
"2018-01","Newfoundland and Labrador","Part-time employment ",33.4
"2018-01","Newfoundland and Labrador","Unemployment",37.1
"2018-01","Newfoundland and Labrador","Unemployment rate",14.2
"2018-01","Newfoundland and Labrador","Participation rate",58.8
"2018-01","Newfoundland and Labrador","Employment rate",50.5
"2018-01","Prince Edward Island","Population",124.5
"2018-01","Prince Edward Island","Labour force",84.1
"2018-01","Prince Edward Island","Employment",75.1
"2018-01","Prince Edward Island","Full-time employment",62.3
"2018-01","Prince Edward Island","Part-time employment ",12.8
"2018-01","Prince Edward Island","Unemployment",9
"2018-01","Prince Edward Island","Unemployment rate",10.7
"2018-01","Prince Edward Island","Participation rate",67.6
"2018-01","Prince Edward Island","Employment rate",60.3
"2018-01","Nova Scotia","Population",795.8
"2018-01","Nova Scotia","Labour force",493.9
"2018-01","Nova Scotia","Employment",453.5
"2018-01","Nova Scotia","Full-time employment",371.5
"2018-01","Nova Scotia","Part-time employment ",82
"2018-01","Nova Scotia","Unemployment",40.4
"2018-01","Nova Scotia","Unemployment rate",8.2
"2018-01","Nova Scotia","Participation rate",62.1
"2018-01","Nova Scotia","Employment rate",57
"2018-01","New Brunswick","Population",626
"2018-01","New Brunswick","Labour force",385.8
"2018-01","New Brunswick","Employment",351.4
"2018-01","New Brunswick","Full-time employment",302
"2018-01","New Brunswick","Part-time employment ",49.5
"2018-01","New Brunswick","Unemployment",34.4
"2018-01","New Brunswick","Unemployment rate",8.9
"2018-01","New Brunswick","Participation rate",61.6
"2018-01","New Brunswick","Employment rate",56.1
"2018-01","Quebec","Population",6958.2
"2018-01","Quebec","Labour force",4504.8
"2018-01","Quebec","Employment",4261.5
"2018-01","Quebec","Full-time employment",3487.2
"2018-01","Quebec","Part-time employment ",774.4
"2018-01","Quebec","Unemployment",243.3
"2018-01","Quebec","Unemployment rate",5.4
"2018-01","Quebec","Participation rate",64.7
"2018-01","Quebec","Employment rate",61.2
"2018-01","Ontario","Population",11793.7
"2018-01","Ontario","Labour force",7595.6
"2018-01","Ontario","Employment",7171.6
"2018-01","Ontario","Full-time employment",5856.6
"2018-01","Ontario","Part-time employment ",1315
"2018-01","Ontario","Unemployment",424
"2018-01","Ontario","Unemployment rate",5.6
"2018-01","Ontario","Participation rate",64.4
"2018-01","Ontario","Employment rate",60.8
"2018-01","Manitoba","Population",1019.5
"2018-01","Manitoba","Labour force",680.9
"2018-01","Manitoba","Employment",642.7
"2018-01","Manitoba","Full-time employment",511.8
"2018-01","Manitoba","Part-time employment ",130.9
